Фома Федотович Зотов	3155	2999	10971	167 1058 824 122 827 713 335 452 314 685 646 971 814 1025 211 388 394 604 675 298 827 801 406 751 1020 613 834 975 892 549 306 520 177 365 583 948 28 183 125 216 427 616 982 99 394 957 493 463 833 310
Афанасий Вадимович Мишанин	7693	9002	5326	592 261 699 187 271 251 875 285 206 270 532 1030 671 827 92 519 959 608 868 994 323 136 178 775 195 983 176 337 19 617 820 962 500 1006 860 1067 766 263 40 257 638 266 986 605 1012 430 67 59 519 629
Борис Викторович Голицын	3013	5705	2967	591 908 605 989 125 221 108 142 237 1000 35 989 296 51 800 1051 764 544 1061 982 298 449 887 297 454 281 1066 44 837 716 845 632 598 900 541 584 1025 363 746 617 262 317 306 55 882 734 764 903 508 438
Станислав Богданович Негодяев	213	17692	8033	599 533 93 202 264 499 656 630 144 798 608 500 438 727 615 98 694 99 1065 728 609 1066 786 703 864 973 923 324 33 252 720 332 60 560 789 423 73 290 134 346 475 739 46 221 240 903 190 213 846 53
Лев Николаевич Дедов	3730	1137	603	248 879 1 788 833 859 702 217 438 333 763 768 880 851 253 707 445 967 901 598 3 761 28 754 553 570 979 323 961 723 20 167 856 370 594 928 363 978 604 784 101 838 405 447 916 406 497 1065 81 563
Станислав Вадимович Бектуганов	539	5936	8937	840 183 907 1048 999 142 104 924 806 249 318 46 1008 1014 139 919 1010 1010 537 948 430 342 261 435 36 265 268 410 645 772 628 214 89 719 457 1015 761 911 881 923 465 25 444 389 344 60 399 344 903 979
Ирина Николаевна Нахабина	3297	2005	2704	560 699 21 172 336 955 937 751 96 502 107 806 106 226 336 896 226 607 752 164 187 623 251 51 639 72 411 929 407 100 36 186 179 157 674 549 387 353 103 464 974 932 180 622 215 935 340 821 143 866
Акулина Вадимовна Недодаева	2474	25612	9955	633 88 796 680 715 982 877 655 972 857 518 23 604 882 150 587 288 717 757 504 732 15 104 46 472 477 159 573 900 897 904 143 314 62 517 696 899 505 172 919 835 575 144 255 885 798 25 994 250 359
Ольга Геннадиевна Перумова	2563	16953	10337	177 876 672 427 993 427 275 450 666 457 269 642 910 784 176 861 136 405 149 283 444 395 978 965 593 65 958 643 1026 866 777 183 679 736 758 646 243 84 702 147 688 795 938 457 977 244 856 777 660 196
Варвара Евгеньевна Малафеева	5879	10657	5117	190 784 938 579 826 44 1037 753 458 699 822 125 1054 280 918 819 992 730 159 823 1042 462 709 484 778 814 189 725 96 562 657 1065 108 116 119 782 946 799 516 472 727 1045 278 460 231 161 324 812 538 830
Наталья Афанасьевна Бакунина	432	6971	3064	220 650 942 1055 696 44 630 86 206 531 37 264 15 917 452 553 640 206 427 700 998 242 245 925 733 441 1059 262 646 641 658 970 415 767 144 946 149 240 401 728 214 291 594 777 985 622 794 99 339 85
Борис Афанасьевич Михлин	1004	850	11858	384 429 430 185 927 42 231 654 488 725 637 681 1007 334 1061 840 366 229 526 945 857 782 959 833 156 491 232 566 927 837 153 304 103 346 253 661 963 487 545 880 750 23 166 347 934 469 746 581 635 711
Авдотья Сергеевна Астахова	6089	44713	912	684 287 585 790 247 1063 233 606 421 249 597 413 306 743 407 1068 595 821 501 101 715 169 481 632 952 659 446 121 51 973 401 645 533 397 780 352 802 233 1041 327 363 329 80 743 457 193 491 291 28 393
Акулина Юрьевна Осьмакова	6499	28039	6526	760 576 808 83 233 728 1046 510 678 1044 761 885 561 206 586 162 492 649 812 668 388 541 152 678 243 633 226 395 949 707 578 475 832 177 500 480 591 955 93 689 726 399 374 798 234 1009 247 695 877 1053
Валентин Евгеньевич Базулин	102	27347	7706	587 906 28 897 572 68 941 887 351 422 978 292 994 438 750 899 693 382 321 981 1057 219 373 281 573 510 228 76 954 40 969 976 586 125 162 1034 593 379 877 69 904 1022 224 71 471 557 827 113 274 831
Юлия Руслановна Евдокимова	310	12231	1055	839 877 360 887 785 463 1058 1018 583 816 15 707 70 706 824 931 782 271 120 937 597 763 556 123 843 574 888 516 931 34 543 308 659 463 845 261 642 952 892 1064 309 777 988 188 379 714 914 840 811 67
Богдан Степанович Карагодин	6704	49420	12374	462 279 365 78 297 681 873 429 489 639 552 1042 732 306 51 24 1010 286 632 127 700 274 370 419 730 855 1051 81 713 469 274 282 471 765 516 180 315 854 637 676 1042 427 30 52 995 876 372 251 114 564
Татьяна Афанасьевна Свеженцева	3991	11735	11609	979 288 54 38 443 287 749 960 47 967 507 126 269 345 585 958 647 651 515 663 469 295 322 584 916 774 960 783 666 910 55 774 81 848 445 312 347 885 532 660 522 1043 40 190 573 745 986 2 389 556
Степан Федотович Балахонов	7518	34606	5520	1013 105 636 140 620 652 693 878 618 142 397 56 968 206 147 663 248 280 174 316 74 16 67 1027 779 990 1043 1019 450 98 169 597 537 145 245 225 629 693 325 660 802 92 472 1000 203 1045 211 272 210 138
Екатерина Романовна Гагарина	1424	20625	13331	183 577 459 210 683 770 175 970 280 521 270 508 667 521 911 361 377 793 237 161 117 2 269 59 279 434 646 227 85 195 994 169 937 153 117 547 719 40 758 62 321 758 1019 1039 519 554 939 563 380 949
Руслан Григорьевич Волостнов	3760	23233	9696	738 124 912 183 269 179 442 1026 950 1005 497 558 62 687 323 1064 107 902 654 899 87 1065 369 18 95 1053 383 648 582 536 848 862 824 909 889 334 839 697 10 1035 79 719 80 596 388 745 1062 848 692 412
Афанасий Михайлович Големов	6647	2064	6265	669 379 241 607 60 259 17 888 715 706 416 733 387 427 747 54 456 166 124 941 585 51 568 378 567 190 878 270 394 1005 666 276 165 1030 885 1026 118 1014 125 249 868 551 511 149 210 481 56 305 754 692
Олег Андреевич Ляхов	38	34599	8893	765 879 98 358 129 1029 600 214 511 663 219 936 608 699 203 645 814 358 97 1053 378 648 808 653 376 175 308 260 277 598 819 840 646 683 616 391 630 829 563 757 29 103 417 879 915 902 581 484 533 541
Оксинья Даниловна Недосейкина	5790	31048	4099	939 929 369 788 960 971 1021 159 861 326 382 1024 458 956 557 516 166 315 373 586 47 137 983 32 32 602 104 48 814 19 306 754 424 573 151 531 592 69 808 731 389 517 583 468 923 1034 448 622 738 995
Егор Васильевич Егоров	3826	38262	1544	6 263 661 1066 316 381 946 664 440 305 581 48 174 784 387 771 654 435 483 797 888 986 293 680 647 1056 233 1021 566 277 449 905 938 899 574 126 147 16 94 281 941 29 102 1041 311 44 153 334 454 1056
Милана Афанасьевна Бавина	505	38794	12830	956 405 342 889 445 988 306 439 390 603 443 252 723 15 260 801 95 621 312 782 867 396 69 834 586 936 947 3 172 841 338 414 861 163 630 103 532 106 796 12 692 209 596 391 945 693 380 546 973 744
Мария Егоровна Демихова	1647	45305	12379	546 217 124 151 645 821 261 216 624 515 776 109 831 193 791 563 929 560 662 1067 702 256 870 425 697 427 734 852 575 67 27 737 613 664 326 874 111 716 665 634 424 619 616 987 97 518 417 819 776 501
Милана Ксенофонтовна Максутова	2644	46998	3845	1042 436 583 965 892 995 863 428 1012 981 653 18 1034 1017 81 432 84 1056 762 461 449 16 755 858 725 528 447 791 262 962 155 319 499 256 98 802 655 718 219 704 687 825 543 662 190 153 211 839 822 518
Юрий Кириллович Дориков	3453	37948	2326	739 815 415 803 327 749 313 88 35 509 263 335 806 242 647 763 297 458 846 1018 116 209 559 636 425 838 945 314 375 855 911 178 875 344 626 1032 465 953 920 83 28 532 235 453 1028 737 209 1020 385 567
Ольга Федотовна Степашина	957	47268	13402	1048 584 525 196 357 710 653 1015 1011 456 56 1051 459 671 68 524 916 233 520 164 269 524 566 523 255 385 168 322 324 845 528 284 1051 154 893 123 909 832 628 1042 233 1012 585 812 285 737 1044 86 528 953
Татьяна Валерьевна Халтурина	2948	12376	8173	603 492 700 218 159 1053 568 749 92 963 647 640 1065 323 22 667 880 7 108 103 581 311 10 869 1046 368 799 465 667 750 663 15 542 727 123 422 636 537 144 1065 413 529 1048 442 838 961 419 590 733 37
Геннадий Евгеньевич Минин	7918	12978	6101	486 536 420 642 455 101 254 441 520 203 761 259 460 213 547 426 189 263 897 580 369 334 769 374 759 910 161 584 1004 832 764 1027 755 725 74 436 877 478 295 199 850 624 852 141 775 342 781 760 738 1056
Ефросиния Викторовна Веденяпина	6790	34199	186	280 326 535 876 614 989 111 298 388 1011 965 469 324 129 451 920 486 774 387 314 183 911 537 438 46 1016 367 881 524 149 172 780 523 516 279 920 443 254 495 814 94 646 515 586 1062 312 614 140 937 616
Елена Станиславовна Залыгина	1524	21313	2049	631 1023 1036 464 932 970 746 115 488 444 794 486 268 953 568 1041 308 51 985 165 72 300 313 712 734 550 439 933 554 399 512 931 583 705 664 650 833 243 796 746 161 461 339 266 411 1015 816 1032 758 181
Касьян Никитич Королёв	6665	17166	7295	763 183 521 436 299 757 312 424 665 838 864 25 557 168 304 715 998 1055 290 881 468 1001 1064 147 618 208 436 204 625 641 154 382 834 717 995 993 973 880 128 90 332 117 569 913 35 120 715 1001 856 160
Елизавета Андреевна Ликунова	6040	6145	3756	940 340 588 276 172 745 729 386 250 781 972 472 391 355 152 311 437 719 385 143 823 1056 716 286 932 782 452 720 836 632 575 620 466 669 313 127 656 188 473 157 616 471 549 98 822 620 268 1053 297 434
Анастасия Георгиевна Крылова	4129	2477	11117	693 269 169 571 126 609 583 300 257 1002 678 495 152 448 14 56 102 74 320 688 236 734 448 987 818 253 764 749 465 587 921 355 71 594 825 527 882 225 843 893 221 235 201 461 178 908 606 972 378 973
Власий Никитич Чернов	2118	1355	7925	639 543 947 29 849 370 944 926 765 459 997 183 275 106 807 1027 351 925 1055 810 5 802 146 570 225 138 358 80 1049 1044 204 280 95 949 439 276 801 1008 543 866 1044 709 763 150 723 129 645 889 772 697
Григорий Сергеевич Митряев	7920	6925	7901	184 242 116 763 344 155 352 433 79 771 654 917 390 180 202 979 814 406 204 656 792 171 419 681 701 435 995 610 881 923 1053 930 336 1029 527 210 641 873 53 516 938 541 804 16 352 707 527 255 321 519
Любовь Руслановна Халтурина	3602	13007	11987	400 625 199 743 97 614 963 975 143 55 59 841 344 119 1003 277 287 45 635 530 234 947 78 190 712 688 1013 534 131 10 590 549 295 100 823 507 625 212 566 862 164 207 95 328 465 988 388 440 802 35
Данила Геннадиевич Демихов	6118	42024	6809	632 580 330 996 903 951 206 800 330 340 739 274 245 633 709 48 176 734 1018 734 785 215 702 740 1040 267 25 627 874 105 926 137 901 888 716 1058 1060 845 146 11 658 944 704 243 53 973 430 241 110 534
Борис Емельянович Мусатов	4549	21192	13816	635 657 646 134 1063 1057 222 303 980 207 354 630 837 974 1012 753 488 702 28 1049 824 43 116 311 86 96 913 691 1010 1021 3 5 888 672 487 755 906 156 200 244 812 668 742 333 633 533 441 519 21 62
Федот Романович Нестеров	2065	1845	9611	97 373 115 147 795 844 622 869 400 896 361 1065 283 915 478 539 843 797 86 14 961 337 668 901 1006 887 428 145 898 57 322 821 199 121 15 154 751 270 663 601 1025 171 233 492 69 319 611 960 948 174
Хевронья Олеговна Мутылина	627	2122	13565	11 609 984 44 291 681 416 87 923 142 333 614 182 216 357 1014 1039 854 672 93 777 381 960 581 972 732 703 747 474 400 456 580 100 366 214 309 998 47 874 978 424 509 768 393 517 1004 216 156 87 500
Евдокия Александровна Балдина	396	43401	6440	960 198 745 262 720 151 42 728 742 605 42 810 378 394 259 312 251 134 713 624 891 525 304 310 425 606 719 64 805 243 303 511 118 629 85 30 265 636 943 887 873 545 474 561 288 968 206 568 770 69
Полина Станиславовна Слюдачёва	3001	21852	2168	1 108 366 137 592 965 912 205 114 732 451 630 397 21 382 450 79 682 1033 554 562 817 198 638 633 902 549 104 137 551 74 101 350 759 110 333 1033 353 186 1039 728 201 1007 146 814 533 282 216 624 27
Хевронья Фомична Евсеева	4812	8655	271	914 845 1053 24 705 723 204 1040 775 463 1041 668 456 1066 472 72 638 375 1018 908 495 581 981 59 771 730 456 408 339 181 656 603 151 296 502 231 634 168 5 129 1062 410 640 139 404 79 49 800 890 846
Борис Власиевич Будаев	1208	28737	9852	686 731 466 436 341 982 525 406 593 60 217 540 445 154 727 154 193 814 744 981 459 633 514 500 150 544 735 648 136 287 526 307 777 1063 790 696 344 651 335 178 1067 118 567 640 207 678 900 474 1051 924
Фёдор Петрович Бухонин	5406	30559	17	175 832 63 32 321 91 755 455 1035 890 321 421 914 879 451 964 106 438 986 360 948 45 201 1028 1047 1024 894 306 358 111 1042 779 874 1051 425 787 546 402 256 505 200 873 618 501 161 95 808 167 193 601
Люсия Ивановна Близнякова	1253	5985	8115	969 6 99 633 686 1049 845 378 573 938 1008 1031 621 332 139 732 298 119 585 518 883 764 520 461 269 1042 172 336 828 689 1040 138 829 925 217 604 305 963 272 561 784 586 1009 524 412 886 626 740 84 593
Елена Николаевна Ососкова	1405	45445	14064	777 690 615 655 998 396 394 688 192 561 17 623 72 515 677 199 351 668 210 490 121 274 173 755 508 538 725 254 788 303 328 392 302 278 406 37 809 216 796 911 342 854 580 164 126 426 764 268 1012 396
Тимофей Владимирович Кадышев	5242	32285	8240	715 917 744 1015 674 985 365 245 802 822 83 167 564 649 614 707 404 58 817 95 20 381 440 469 298 48 302 960 440 878 147 553 204 864 254 862 598 955 860 903 863 866 204 1026 685 1017 698 693 3 493
Иван Игоревич Ляпичев	112	19589	8463	1057 177 608 651 71 275 678 1044 352 446 712 375 171 138 448 49 657 553 710 485 49 1005 336 270 791 585 38 1008 250 1054 552 92 466 333 286 275 270 129 355 1054 903 569 922 765 141 114 779 379 430 522
Борис Алексеевич Наговицын	4383	31216	6529	38 801 122 1016 159 1003 752 933 826 812 892 797 1025 560 889 333 378 279 70 192 1001 833 180 574 631 133 577 251 302 973 402 348 978 259 1033 559 224 947 191 820 627 407 999 378 393 261 192 616 219 294
Макар Львович Вельмукин	1595	7404	7338	947 684 539 192 867 410 210 161 531 400 797 554 455 183 123 154 349 979 334 621 832 422 105 950 745 946 683 672 783 861 451 534 767 466 474 460 816 1050 899 248 196 817 449 928 844 786 634 743 159 535
Оксинья Касьяновна Закащикова	7034	12699	9337	524 376 760 898 911 902 882 435 79 216 375 958 242 524 365 293 82 980 236 960 581 662 656 461 912 900 54 72 51 351 633 994 148 580 988 505 511 217 683 657 224 734 942 356 911 405 794 864 655 623
Ксения Юрьевна Галанина	416	11372	8069	871 958 874 414 572 245 722 143 919 288 1008 83 6 189 879 676 695 426 814 364 73 1009 327 116 518 979 604 483 150 617 439 880 184 1023 354 94 705 963 305 956 374 1016 703 553 532 774 405 596 841 22
Ефросиния Алексеевна Занозина	698	15897	7654	42 704 801 27 611 523 1012 167 292 614 346 154 303 867 104 223 56 199 364 850 648 687 784 764 65 499 629 541 4 623 837 21 327 698 146 1056 1031 986 1029 559 210 265 606 920 520 815 536 879 852 408
Степан Алексеевич Недосказов	5156	28171	11120	978 1067 808 183 203 950 607 437 501 801 66 66 121 445 270 875 313 845 64 216 486 388 178 164 63 894 14 673 152 596 19 385 432 121 1039 64 883 522 873 834 762 1029 888 492 389 1022 690 353 1059 211
Вячеслав Павлович Мишенин	6507	46474	4658	386 646 301 1055 859 436 390 805 160 1012 634 748 772 1050 877 230 506 119 564 215 1046 957 633 113 377 810 1017 572 970 119 933 473 489 572 34 178 498 916 223 622 964 714 291 1026 725 584 666 934 988 487
Лев Витальевич Лызлов	4971	10294	9512	682 703 596 205 254 321 162 1064 188 148 1019 553 43 291 913 83 1023 833 111 161 730 999 721 497 625 92 1059 869 588 835 1035 1066 627 882 80 609 508 859 640 788 547 719 937 303 923 379 181 191 324 345
Тамара Геннадиевна Бурмистрова	1665	5708	8317	996 253 97 44 958 217 652 360 864 231 876 17 73 748 489 883 777 355 508 655 393 908 838 160 384 938 865 373 399 619 218 352 555 41 994 177 970 655 686 659 231 104 584 566 1023 1001 29 662 792 525
Яков Александрович Долматов	6698	16469	6655	675 478 794 635 511 252 80 773 843 842 202 516 336 884 435 962 878 572 446 1042 156 744 851 826 373 319 44 876 902 340 306 431 40 647 440 429 123 132 898 937 819 893 843 323 666 890 14 651 622 848
Екатерина Борисовна Закащикова	2770	28402	3131	352 518 510 149 312 971 710 524 30 768 503 104 308 556 590 470 16 789 528 805 428 951 412 417 899 736 671 568 527 639 59 21 373 306 971 523 117 937 444 1007 615 849 677 552 187 326 698 683 622 789
Вадим Олегович Васильев	1175	36234	4044	850 785 245 546 960 597 1023 868 569 599 760 1002 742 993 152 1051 114 437 142 1035 454 867 416 355 988 855 743 780 228 563 773 851 692 104 104 251 410 20 162 551 363 997 925 827 887 277 877 910 367 278
Ксенофонт Валентинович Гузеев	3556	24526	8276	1024 548 975 446 487 302 243 385 164 751 567 167 984 518 520 166 392 393 701 664 116 7 1001 499 218 14 364 383 188 232 962 518 780 927 722 1028 397 110 877 14 884 351 274 1035 74 986 486 310 743 216
Оксинья Георгиевна Воронова	4535	22729	12931	433 668 498 87 1048 23 754 161 905 153 650 648 657 7 59 445 587 718 631 85 644 450 293 220 143 79 933 371 183 917 211 854 590 67 210 66 1020 1006 662 262 848 534 799 254 518 142 86 955 406 29
Ксения Николаевна Чумакова	7802	49944	7168	209 118 851 731 427 890 534 988 948 342 4 79 185 103 543 472 700 492 569 780 817 934 313 595 903 127 130 555 492 216 487 733 396 75 1033 357 688 293 181 886 151 495 165 736 437 96 72 455 102 1056
Власий Фёдорович Михаев	2098	21984	7060	864 681 329 702 798 523 343 830 568 171 495 48 981 65 805 629 553 96 631 354 273 484 245 978 399 42 86 879 37 1048 626 943 84 152 564 94 470 966 51 740 663 88 454 887 374 558 170 819 140 702
Милана Олеговна Бармина	2593	8011	8725	321 374 399 88 167 4 811 522 754 881 929 296 626 699 309 466 988 857 823 551 790 347 1006 929 972 93 25 914 722 1002 842 777 528 188 610 26 520 1050 355 546 753 875 696 1039 824 287 841 332 907 312
Клавдия Сергеевна Балашова	6344	15374	12554	1016 452 624 775 78 527 632 971 31 352 407 249 762 674 584 348 827 570 181 281 557 238 894 469 60 581 992 255 1031 645 729 420 816 387 43 86 29 102 907 720 668 72 459 205 980 155 263 215 320 319
Тамара Александровна Маркина	1979	141	1604	116 387 418 872 745 17 803 203 315 1006 965 924 61 189 110 713 163 963 694 290 1060 147 874 192 258 464 58 1060 816 28 429 500 1002 123 303 649 597 647 778 4 599 439 943 397 497 1052 301 741 932 419
Тамара Сергеевна Куликова	1060	13329	1650	951 1027 210 758 903 218 776 381 410 697 797 349 469 165 672 1014 413 684 790 336 177 992 121 182 278 264 554 872 1046 376 265 901 778 502 740 748 874 910 449 182 960 183 809 864 6 612 163 796 91 145
Оксана Георгиевна Бакулина	7323	43353	7488	23 1045 530 928 732 945 492 182 977 798 351 589 473 151 488 592 248 1035 837 130 671 43 753 88 752 459 495 324 379 225 161 712 332 893 186 613 582 843 158 710 263 47 872 676 789 456 480 884 911 812
Яков Захарович Дедушкин	4363	21469	9916	816 254 430 588 526 780 796 366 791 505 940 769 223 100 282 783 438 122 158 17 910 379 264 898 433 959 715 928 685 30 853 464 607 915 652 663 137 92 1058 735 746 113 274 268 774 808 28 764 925 936
Никита Георгиевич Мижурин	5234	43	11285	9 439 899 841 138 109 492 697 756 961 708 112 86 395 661 292 150 132 1046 798 563 1024 1063 161 3 632 222 242 636 1028 68 1060 686 366 300 906 552 505 730 822 746 104 87 229 323 991 967 571 1023 273
Николай Антонович Панов	6649	13927	12341	1008 88 233 690 459 448 705 694 540 541 297 645 104 473 149 3 17 1006 969 499 206 373 563 182 823 348 1068 253 380 70 520 440 753 464 146 686 454 62 833 990 1 17 110 890 611 435 523 171 81 910
Елена Никитична Свердлова	3972	13593	12932	250 147 538 926 306 200 741 519 170 1034 1028 143 403 282 758 329 309 860 418 26 606 945 111 38 660 770 594 944 913 1016 1061 591 533 989 734 747 145 536 448 567 668 314 670 912 744 247 196 925 783 703
Роман Платонович Напалков	903	11397	13031	357 724 228 84 307 1005 696 1047 158 362 33 48 657 316 8 668 886 1021 535 373 928 378 423 227 646 1063 493 601 1001 226 267 221 827 756 545 562 461 290 146 833 370 730 276 936 192 255 445 484 311 665
Наталья Игоревна Бабина	1554	6552	5560	684 683 454 502 604 749 817 23 64 1034 232 484 897 446 491 1068 1050 735 651 486 450 848 585 152 872 530 650 421 883 231 257 830 813 326 743 23 406 57 96 957 905 8 384 770 231 80 786 52 1013 155
Клавдия Антоновна Дедова	4898	42219	6644	516 1049 593 685 434 145 877 541 130 857 280 1067 681 507 678 319 650 900 587 331 807 853 794 126 617 473 372 29 502 657 1003 753 15 366 639 684 903 421 782 394 94 889 17 771 391 20 605 94 1064 648
Елена Валерьевна Щелчкова	2543	19987	1129	227 317 940 720 1052 468 928 85 637 79 362 108 200 923 763 67 418 518 395 311 693 908 271 195 826 1037 420 46 1039 613 852 68 418 861 637 322 263 844 455 973 676 86 817 240 373 13 682 516 449 953
Инна Степановна Маклакова	895	32288	7967	331 635 600 443 603 85 809 253 745 615 429 770 163 995 1061 63 1023 1000 558 6 980 780 354 984 159 578 269 807 250 522 293 1035 237 825 535 1028 131 984 516 810 930 241 233 391 1060 728 873 180 398 381
Касьян Львович Ворошилов	2603	46646	5504	34 805 1005 134 833 198 1016 844 953 893 62 755 480 222 216 749 1043 909 81 139 628 594 77 127 883 349 665 195 927 171 655 644 1037 223 728 250 675 939 241 4 727 440 979 358 685 752 691 318 876 485
Василий Богданович Карпычев	3395	42529	4588	145 40 732 979 243 887 908 199 849 108 479 460 174 500 711 764 54 894 955 1058 135 964 243 534 871 969 86 1018 826 146 433 331 458 1036 326 259 993 355 449 720 602 157 861 449 554 776 235 292 915 101
Макар Степанович Непомнящев	7389	30826	3317	525 559 104 209 759 768 873 807 396 957 831 118 372 522 990 101 321 156 403 651 426 641 354 200 711 746 642 594 332 882 534 993 480 234 935 237 360 88 261 462 255 935 717 988 518 577 285 193 723 96
Валентин Владимирович Недачин	4235	19842	2270	683 479 134 758 387 480 98 462 639 904 815 911 597 525 83 611 741 271 434 818 924 291 16 632 657 408 693 846 47 160 1068 978 379 864 790 558 21 61 1018 596 523 1047 295 369 184 896 1000 503 699 403
Геннадий Григорьевич Ергин	4193	17912	7109	380 168 337 824 348 396 431 992 600 819 824 858 925 897 1061 650 370 52 907 772 153 763 10 862 885 352 898 907 763 995 372 410 522 604 1046 1054 47 166 768 540 703 156 988 583 12 808 916 560 415 339
Антон Владимирович Алампиев	4057	17552	3886	443 898 319 892 679 845 822 320 1047 282 380 380 648 966 166 668 604 460 849 419 637 1008 890 862 965 866 901 590 144 1 400 414 286 896 131 46 1009 27 840 83 658 355 708 120 792 515 381 705 991 62
Константин Георгиевич Киров	24	30157	8150	219 382 77 20 425 382 609 706 549 669 231 741 723 326 747 506 311 89 602 228 520 719 561 387 797 195 138 553 761 461 693 459 352 262 1037 809 1038 263 286 571 909 880 280 1045 1065 630 712 400 228 399
Вячеслав Тимофеевич Микифоров	1820	44265	7973	399 919 251 148 307 428 240 246 170 229 1029 697 532 672 574 833 262 427 480 176 658 805 753 423 439 215 851 31 159 919 862 228 327 128 27 707 166 696 814 272 622 645 291 600 828 6 893 804 264 359
Ольга Викторовна Вараксина	4783	27511	4725	359 642 418 806 223 203 194 461 59 344 747 24 371 732 250 401 459 278 928 1023 878 106 1067 446 222 682 274 1003 991 435 568 959 1059 540 665 953 282 940 251 60 569 971 151 202 387 751 441 877 625 105
Борис Афанасьевич Малахов	1661	19587	1197	852 221 535 24 390 112 858 788 482 509 308 714 355 259 477 382 371 940 2 880 385 168 921 188 823 20 251 387 271 1038 206 90 524 807 690 196 129 927 1004 724 425 888 559 183 872 124 21 574 294 986
Валентин Михайлович Леонтьев	1476	45108	4880	354 1062 280 548 719 756 892 612 670 644 1013 1023 471 1003 145 792 196 881 1021 498 460 852 892 186 703 49 880 30 638 290 31 888 1025 134 741 472 490 519 494 239 1011 414 642 863 991 945 737 891 881 493
Никифор Данилович Яньков	1524	43106	10634	178 891 361 810 586 984 654 168 330 273 503 968 1028 968 825 728 401 121 343 449 744 484 760 433 868 122 363 473 514 424 646 9 954 263 580 666 151 56 994 821 386 656 849 1061 186 467 317 4 86 801
Вероника Витальевна Мишурова	2129	14389	6784	859 82 129 747 59 484 546 882 858 390 781 1005 785 667 324 261 368 49 532 614 173 727 90 269 804 199 663 1025 415 894 513 917 718 183 258 185 654 330 744 646 851 125 514 918 226 1022 40 444 42 93
Ирина Ксенофонтовна Волкова	7517	30451	689	1051 27 568 895 283 127 754 288 924 954 649 158 413 462 872 1 1051 985 250 875 126 419 70 1038 236 165 480 794 579 533 378 251 611 775 461 960 929 328 463 994 529 1013 958 48 964 603 295 1033 495 521
Ксения Платоновна Иринархова	1736	31859	2608	504 838 76 29 939 165 361 596 837 580 713 888 370 232 672 200 928 296 809 998 211 182 680 714 233 423 981 807 707 781 34 930 85 257 278 941 867 135 446 874 804 263 575 138 164 999 767 646 665 574
Пелагея Кирилловна Евтухова	6748	17349	1419	303 1068 296 256 584 100 796 944 570 863 583 1044 48 76 585 329 305 44 723 306 996 623 472 588 218 962 216 362 302 114 1024 58 932 910 808 558 696 322 562 611 429 440 759 904 1020 223 670 493 301 981
Ксенофонт Емельянович Дебособров	4233	21823	10145	915 215 529 870 739 805 40 932 405 923 660 715 148 323 210 822 471 319 874 900 803 538 683 639 610 844 101 534 296 579 451 664 795 590 846 955 1005 126 838 538 1041 750 491 974 891 22 764 442 836 968
Трофим Евгеньевич Окладников	2157	40429	10862	29 989 518 394 544 721 247 491 29 198 445 122 380 845 189 287 328 759 168 44 974 484 1004 862 34 290 67 891 868 386 609 247 1048 378 294 327 171 1055 679 154 1021 160 314 87 522 737 863 257 881 149
Инна Станиславовна Демидова	3626	47534	10750	558 487 19 360 588 462 370 1033 146 720 298 881 954 807 1026 557 825 728 883 592 690 741 773 955 703 758 669 229 168 142 188 103 823 446 1002 822 359 149 26 948 901 242 332 889 715 640 669 235 410 931
Данила Валерьевич Недопекин	7717	38158	10512	22 164 965 395 166 302 1044 541 760 920 82 362 974 273 1023 199 187 686 686 832 221 739 686 452 1032 449 1050 350 951 255 125 678 315 768 26 824 950 92 788 1047 22 1058 543 443 766 1006 504 31 388 161
Трофим Львович Свеженцев	6577	27113	11151	749 1016 865 404 1020 535 48 988 998 981 254 434 278 124 172 623 262 701 929 133 332 1030 738 889 596 702 497 857 128 842 529 212 767 592 602 308 538 532 50 935 162 393 961 671 236 600 789 748 858 657
Любовь Борисовна Бабаева	3944	47822	7817	861 922 379 199 1026 61 613 69 1003 64 542 549 887 667 73 252 726 617 716 249 183 566 1064 272 163 990 962 519 854 694 826 764 999 37 936 839 10 998 1058 583 60 460 860 276 162 1068 23 626 952 527
Руслан Федотович Батманов	7640	43886	11861	476 917 880 941 273 243 282 830 57 435 632 943 155 404 272 709 429 116 181 833 33 1050 930 683 596 297 698 925 586 342 442 885 849 159 784 40 824 27 216 801 682 543 24 810 825 346 963 169 967 610
Елизавета Андреевна Майданова	550	36864	12451	813 565 191 53 983 189 63 348 33 278 938 919 775 849 440 505 905 975 310 549 738 586 1047 50 923 858 272 923 685 580 877 370 218 312 568 485 504 534 173 309 308 327 286 427 383 260 83 200 797 345
Емельян Вячеславович Наровчатов	3044	36367	3455	171 454 174 781 561 134 490 942 285 419 834 938 272 591 308 346 123 80 362 354 386 817 840 895 458 666 609 17 773 129 505 881 384 278 1008 656 494 595 12 460 508 477 193 971 556 401 489 155 282 63
Григорий Георгиевич Зюряев	3236	46653	8066	701 45 1021 432 973 569 428 316 217 585 677 584 196 467 851 4 57 987 742 994 934 674 444 991 785 656 930 373 290 572 855 255 802 71 138 1008 768 490 717 740 312 551 848 248 597 34 1048 39 655 170
Оксана Александровна Бражникова	3419	29228	13370	38 548 683 910 395 698 724 1005 252 209 480 706 299 401 328 995 424 530 57 775 377 837 43 376 497 204 30 419 178 1024 114 691 460 33 704 337 258 582 386 909 783 695 103 602 294 228 926 167 940 53
